PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
3351,Agriculture,Farmers growing kale are advised to watch out for locusts this season.,Wakulima wanaolima sukuma wiki washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho kale opuonjogi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3352,Agriculture,Combine mulching early with proper spacing to boost your maize yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya mahindi.,,Riw mulching mapiyo kod keto thuolo mowinjore mondo omed cham mari mar cham.,
3353,Agriculture,Combine applying recommended pesticide with proper spacing to boost your groundnuts yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya karanga.,,Kod tiyo kod yath mar ketho yien kod keto thuolo mowinjore mondo omed cham mar njugu mari.,
3354,Agriculture,Visit your nearest agricultural office to learn about irrigation techniques.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu mbinu za umwagiliaji.,,Dhi e ofis man machiegni kodi mar pur mondo ing'e yore mag pidho pi.,
3355,Agriculture,Keep your pigs healthy by monitoring for signs of mastitis.,Weka nguruwe wako na afya kwa kuchunguza dalili za maambukizi ya kiwele.,,Ket anguro mari obed gi ngima maber kuom luwo ranyisi mag tuo mar lak.,
3356,Agriculture,Farmers growing tea are advised to watch out for drought this season.,Wakulima wanaolima chai washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho chai ipuonjogi mondo gibed gi ritruok kuom oro e kindeni.,
3357,Agriculture,Combine spacing plants correctly with proper spacing to boost your bananas yield.,Changanya kuweka nafasi sahihi za mimea na nafasi sahihi ili kuongeza mavuno ya ndizi.,,Kod yien ma iketo e kindgi e yoo makare kod yien ma iketogi e kindgi e yoo makare mondo imed ng'eny mar banana mari.,
3358,Agriculture,Ask your extension officer for guidance on agroforestry before the next planting season.,Muulize afisa ugani kuhusu kilimo mseto kabla ya msimu ujao wa kupanda.,,Kwa apisa mari ma rito gik moko mondo omiyi yore mag ng'ado yien kapok kinde mar pidho yien mabiro ochopo.,
3359,Agriculture,Farmers growing sweet potatoes are advised to watch out for root rot this season.,Wakulima wanaolima viazi vitamu washauriwa kuchunga kuoza kwa mizizi msimu huu.,,Jopur mapidho mzabibu mamit ipuonjogi mondo gibed gi ritruok kuom ng'injo mar ng'injo e kindeni.,
3360,Agriculture,Combine planting drought-resistant varieties with proper spacing to boost your sweet potatoes yield.,Changanya kupanda aina zinazostahimili ukame na nafasi sahihi ili kuongeza mavuno ya viazi vitamu.,,Riw pidho kit yien ma ok nyal geng'o oro kod thuolo mowinjore mondo omed chak mari mar sabu mabed mayom.,
3361,Agriculture,Protect your sunflower from fall armyworm by monitoring fields weekly.,Linda alizeti yako dhidi ya funza jeshi kwa kufuatilia mashamba kila wiki.,,Riek maua mari mar chieng' kuom winyo mag piny kuom luwo puothe juma ka juma.,
3362,Agriculture,Farmers growing groundnuts are advised to watch out for maize streak virus this season.,Wakulima wanaolima karanga washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,,Jopur mapidho njugu mag lo ochiw rieko mar rito midhusi mar ngano e kindeni.,
3363,Agriculture,Keep your rabbits healthy by monitoring for signs of brucellosis.,Weka sungura wako na afya kwa kuchunguza dalili za brusela.,,Ket winyo mari obed gi ngima maber kuom luwo ranyisi mag tuo mar bruselosi.,
3364,Agriculture,Combine spacing plants correctly with proper spacing to boost your tea yield.,Changanya kuweka nafasi sahihi za mimea na nafasi sahihi ili kuongeza mavuno ya chai.,,Kod yien ma iketo e kindgi e yo makare kod yien ma iketogi e kindgi e yo makare mondo imed ng'iewo chai mari.,
3365,Agriculture,Protect your maize from coffee berry disease by applying organic manure.,Linda mahindi yako dhidi ya ugonjwa wa chungu wa kahawa kwa kutumia mbolea ya asili.,,Riek cham mari kuom tuoche mag berry mag kahawa kuom keto lum ma dongo dongo.,
3366,Agriculture,Protect your groundnuts from aphids by applying organic manure.,Linda karanga yako dhidi ya vidukari kwa kutumia mbolea ya asili.,,Rit njugu mari mondo kik oyud aphid kuom keto lum ma ok otigodo e piny.,
3367,Agriculture,Keep your dairy cows healthy by monitoring for signs of rabies.,Weka ng'ombe wa maziwa wako na afya kwa kuchunguza dalili za kichaa cha mbwa.,,Ket dhiang' magi mag chak obed gi ngima maber kuom luwo ranyisi mag tuo mar rabies.,
3368,Agriculture,Farmers growing onions are advised to watch out for drought this season.,Wakulima wanaolima vitunguu washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho otungu omiye rieko mar bedo gi oro e kindeni.,
3369,Agriculture,Protect your bananas from fall armyworm by using certified seeds.,Linda ndizi yako dhidi ya funza jeshi kwa kutumia mbegu zilizothibitishwa.,,Rit ng'injo mari mondo kik oyud winyo ma ng'ato nyalo yudo ka otiyo gi kodhi ma nigi oboke ma nyiso ni en ng'at ma nigi oboke.,
3370,Agriculture,Keep your cattle healthy by monitoring for signs of mastitis.,Weka ng'ombe wako na afya kwa kuchunguza dalili za maambukizi ya kiwele.,,Ket dhiang' mari obed gi ngima maber kuom luwo ranyisi mag tuo mar lak.,
3371,Agriculture,Protect your tomatoes from maize streak virus by rotating crops.,Linda nyanya yako dhidi ya virusi vya mistari ya mahindi kwa kubadilisha mazao.,,Riek nyanya mari kuom midhusi mar ng'injo mar ngano kuom loko cham ma ipidho.,
3372,Agriculture,The farmer training programme is now open — visit your county office to apply.,mpango wa mafunzo ya wakulima sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,Program mar puonjo jopur sani oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3373,Agriculture,Keep your poultry healthy by monitoring for signs of lumpy skin disease.,Weka kuku wako na afya kwa kuchunguza dalili za ugonjwa wa ngozi ya uvimbe.,,Ket winy mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag dend lumpy.,
3374,Agriculture,Combine practicing timely weeding with proper spacing to boost your sweet potatoes yield.,Changanya kupalilia kwa wakati na nafasi sahihi ili kuongeza mavuno ya viazi vitamu.,,Riw puonjruok mar golo yien e kinde mowinjore kod keto thuolo mowinjore mondo omed chak mar sabu mari.,
3375,Agriculture,Combine monitoring fields weekly with proper spacing to boost your wheat yield.,Changanya kufuatilia mashamba kila wiki na nafasi sahihi ili kuongeza mavuno ya ngano.,,Riw puothe mag luwo juma ka juma kod thuolo mowinjore mondo omed nyal mari mar ngano.,
3376,Agriculture,Protect your kale from fall armyworm by applying recommended pesticide.,Linda sukuma wiki yako dhidi ya funza jeshi kwa kutumia dawa inayopendekezwa.,,Riek kale mari kuom winyo ma ng'ato nyalo yudo ka otiyo gi yath ma ng'ato nyalo tiyogo.,
3377,Agriculture,Protect your bananas from fungal blight by mulching early.,Linda ndizi yako dhidi ya ugonjwa wa fangasi kwa kufunika udongo mapema.,,Riek ng'injo mari mondo kik oyud tuoche mag fungi kuom ketogi e lum mapiyo.,
3378,Agriculture,Combine applying organic manure with proper spacing to boost your cotton yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya pamba.,,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed nyal mari mar pamba.,
3379,Agriculture,Farmers are reminded that greenhouse farming training sessions are held monthly at the county office.,Wakulima wakumbushwa kuwa vipindi vya mafunzo ya kilimo cha nyumba za kijani hufanyika kila mwezi katika ofisi ya kaunti.,,Jopur iparo ni puonjruok mag pur gi ot ma nigi lum ma ng'we ng'ar itimo dwe ka dwe e ofis mar kaunti.,
3380,Agriculture,Protect your millet from termites by applying recommended pesticide.,Linda wimbi yako dhidi ya mchwa kwa kutumia dawa inayopendekezwa.,,Riek cham mari mondo kik oyud winyo kuom tiyo kod yath ma ji dwaro ni otigodo.,
3381,Agriculture,Visit your nearest agricultural office to learn about agroforestry.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu kilimo mseto.,,Dhi e ofis mar pur man machiegni kodi mondo ing'e weche mag pur.,
3382,Agriculture,Vaccinate your rabbits against brucellosis before the rainy season.,Chanja sungura yako dhidi ya brusela kabla ya msimu wa mvua.,,Chiw ne winyo mari chanjo mar geng'o tuo mar bruselosis kapok kinde koth ochopo.,
3383,Agriculture,Report illegal land encroachment to your county agricultural officer without delay.,Ripoti uvamizi haramu wa ardhi kwa afisa kilimo wa kaunti yako bila kuchelewa.,,Chiw ripot mar donjo e piny ma ok owinjore ne apisa mari mar kaunti maonge thuolo.,
3384,Agriculture,Farmers growing tomatoes are advised to watch out for fall armyworm this season.,Wakulima wanaolima nyanya washauriwa kuchunga funza jeshi msimu huu.,,Jopur ma pidho nyanya omiye rieko mondo kik giyud winyo ma nyalo ketho piny e kindeni.,
3385,Agriculture,Keep your pigs healthy by monitoring for signs of African swine fever.,Weka nguruwe wako na afya kwa kuchunguza dalili za homa ya nguruwe ya Afrika.,,Ket anguro magi obed gi ngima maber kuom luwo ranyisi mag liet mar anguro ma Afrika.,
3386,Agriculture,Farmers growing sugarcane are advised to watch out for drought this season.,Wakulima wanaolima miwa washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho mzabibu omiye rieko mar bedo gi oro e kindeni.,
3387,Agriculture,Vaccinate your rabbits against lumpy skin disease before the rainy season.,Chanja sungura yako dhidi ya ugonjwa wa ngozi ya uvimbe kabla ya msimu wa mvua.,,Chiw ne winyo mari chanjo mar geng'o tuoche mag dende ma lumpy kapok kinde koth ochopo.,
3388,Agriculture,Vaccinate your goats against African swine fever before the rainy season.,Chanja mbuzi yako dhidi ya homa ya nguruwe ya Afrika kabla ya msimu wa mvua.,,Chiw dier mari chanjo mar tuo mar ng'ombe ma Afrika kapok kinde koth ochopo.,
3389,Agriculture,Protect your tomatoes from flooding by planting drought-resistant varieties.,Linda nyanya yako dhidi ya mafuriko kwa kupanda aina zinazostahimili ukame.,,Riek nyanya mari mondo kik opong' gi pi kuom pidho kit nyanya ma ok nyal pong' gi oro.,
3390,Agriculture,Vaccinate your poultry against mastitis before the rainy season.,Chanja kuku yako dhidi ya maambukizi ya kiwele kabla ya msimu wa mvua.,,Chiwo chanjo mar geng'o tuo mar master kapok kinde koth ochopo.,
3391,Agriculture,Combine practicing timely weeding with proper spacing to boost your beans yield.,Changanya kupalilia kwa wakati na nafasi sahihi ili kuongeza mavuno ya maharagwe.,,Riw puonjruok mar golo yien e kinde mowinjore kod keto thuolo mowinjore mondo omed cham mar beans mari.,
3392,Agriculture,Protect your sunflower from termites by practicing timely weeding.,Linda alizeti yako dhidi ya mchwa kwa kupalilia kwa wakati.,,Rit maua mari mar chieng' mondo kik oyud winyo kuom timo puonjruok mar ng'ado yien e kinde mowinjore.,
3393,Agriculture,Combine rotating crops with proper spacing to boost your sugarcane yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya miwa.,,Kod cham ma ilokore gi thuolo mowinjore mondo omed cham mari mar ngano.,
3394,Agriculture,Farmers growing rice are advised to watch out for locusts this season.,Wakulima wanaolima mchele washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho ngano ipuonjogi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3395,Agriculture,Farmers growing sorghum are advised to watch out for drought this season.,Wakulima wanaolima mtama washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho ngano omiye rieko mondo kik gibed gi oro e kindeni.,
3396,Agriculture,Protect your wheat from maize streak virus by applying organic manure.,Linda ngano yako dhidi ya virusi vya mistari ya mahindi kwa kutumia mbolea ya asili.,,Riek ngano mari kuom midhusi mar ngano kuom keto lum ma dongo dongo.,
3397,Agriculture,Vaccinate your donkeys against African swine fever before the rainy season.,Chanja punda yako dhidi ya homa ya nguruwe ya Afrika kabla ya msimu wa mvua.,,Chiw ne kana mari chanjo mar tuo mar ng'ombe ma Afrika kapok kinde koth ochopo.,
3398,Agriculture,Keep your goats healthy by monitoring for signs of anthrax.,Weka mbuzi wako na afya kwa kuchunguza dalili za kimeta.,,Ket dier mari obed gi ngima maber kuom luwo ranyisi mag tuo mar anthrax.,
3399,Agriculture,Farmers growing wheat are advised to watch out for locusts this season.,Wakulima wanaolima ngano washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho ngano ipuonjogi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3400,Agriculture,Protect your sorghum from locusts by applying organic manure.,Linda mtama yako dhidi ya nzige kwa kutumia mbolea ya asili.,,Riek cham mari kuom winyo kuom keto lum ma ok otigodo gi gik ma dongo dongo.,
3401,Agriculture,Combine mulching early with proper spacing to boost your bananas yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya ndizi.,,Kod ng'ado lum mapiyo ka iketo thuolo mowinjore mondo imed ng'injo mag ng'injo mari.,
3402,Agriculture,Vaccinate your rabbits against Newcastle disease before the rainy season.,Chanja sungura yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,,Chiwo chanjo ne winyo mari mondo kik oyud tuo mar Newcastle kapok kinde koth ochopo.,
3403,Agriculture,Protect your onions from locusts by applying organic manure.,Linda vitunguu yako dhidi ya nzige kwa kutumia mbolea ya asili.,,Rit otungu mari kuom winyo kuom keto lum ma ok otigodo gi gik ma dongo dongo.,
3404,Agriculture,Combine rotating crops with proper spacing to boost your millet yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya wimbi.,,Kod cham ma ilokore gi thuolo mowinjore mondo omed cham mari mar ngano.,
3405,Agriculture,Vaccinate your sheep against anthrax before the rainy season.,Chanja kondoo yako dhidi ya kimeta kabla ya msimu wa mvua.,,Chiw rombe mari chanjo mar geng'o tuo mar anthrax kapok kinde koth ochopo.,
3406,Agriculture,The coffee seedling development programme is now open — visit your county office to apply.,mpango wa uendelezaji wa miche ya kahawa sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,Program mar loso kodhi mag kahawa sani oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3407,Agriculture,Vaccinate your donkeys against rabies before the rainy season.,Chanja punda yako dhidi ya kichaa cha mbwa kabla ya msimu wa mvua.,,Chiwo chanjo mar geng'o tuo mar rabies kapok kinde koth ochopo.,
3408,Agriculture,Protect your rice from termites by rotating crops.,Linda mchele yako dhidi ya mchwa kwa kubadilisha mazao.,,Rit mcheche mari mondo kik oyud winyo kuom loko cham ma ipidho.,
3409,Agriculture,Register for the fertiliser subsidy programme before the application deadline.,Jiandikishe kwa mpango wa ruzuku ya mbolea kabla ya tarehe ya mwisho ya maombi.,,Ndikri mondo iyud chenro mar chiwo kony mar dongo piny kapok odiechieng' mogik mar oro kwayo ochopo.,
3410,Agriculture,Farmers growing sorghum are advised to watch out for termites this season.,Wakulima wanaolima mtama washauriwa kuchunga mchwa msimu huu.,,Jopur ma pidho mzabibu omiye rieko mondo kik giyud winyo ma ng'we ng'ar e kindeni.,
3411,Agriculture,Keep your donkeys healthy by monitoring for signs of anthrax.,Weka punda wako na afya kwa kuchunguza dalili za kimeta.,,Ket punda mari obed gi ngima maber kuom luwo ranyisi mag tuo mar anthrax.,
3412,Agriculture,Combine applying recommended pesticide with proper spacing to boost your cassava yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya muhogo.,,Riw tiyo gi yath ma jiwo yien kod thuolo mowinjore mondo omed cham mari mar mzabibu.,
3413,Agriculture,Farmers growing maize are advised to watch out for coffee berry disease this season.,Wakulima wanaolima mahindi washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,,Jopur mapidho cham omiye rieko mondo kik giyud tuoche mag berry mag kahawa e kindeni.,
3414,Agriculture,Vaccinate your donkeys against brucellosis before the rainy season.,Chanja punda yako dhidi ya brusela kabla ya msimu wa mvua.,,Inyalo keto ng'ombe mari chanjo mar geng'o tuo mar bruselosis kapok kinde koth ochopo.,
3415,Agriculture,Protect your cassava from aphids by practicing timely weeding.,Linda muhogo yako dhidi ya vidukari kwa kupalilia kwa wakati.,,Rit mzabibu mari mondo kik oyud aphids kuom timo puonjruok mar ng'ado yien e kinde mowinjore.,
3416,Agriculture,Farmers growing cassava are advised to watch out for drought this season.,Wakulima wanaolima muhogo washauriwa kuchunga ukame msimu huu.,,Jopur ma pidho mzabibu omiye rieko mar bedo gi oro e kindeni.,
3417,Agriculture,Protect your kale from flooding by rotating crops.,Linda sukuma wiki yako dhidi ya mafuriko kwa kubadilisha mazao.,,Rit kale mari mondo kik pi opong' kuom loko cham.,
3418,Agriculture,Farmers growing cassava are advised to watch out for coffee berry disease this season.,Wakulima wanaolima muhogo washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,,Jopur mapidho mzabibu ipuonjogi mondo gibed gi ritruok kuom tuo mar berry mag kahawa e kindeni.,
3419,Agriculture,Report sudden livestock deaths to your county agricultural officer without delay.,Ripoti vifo vya ghafla vya mifugo kwa afisa kilimo wa kaunti yako bila kuchelewa.,,Chiw ripot mar tho mapoya e le ne apisa mar pur mar kaunti mari maonge dero.,
3420,Agriculture,Farmers growing wheat are advised to watch out for aphids this season.,Wakulima wanaolima ngano washauriwa kuchunga vidukari msimu huu.,,Jopur ma pidho ngano ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,
3421,Agriculture,Don't ignore suspected pesticide poisoning on your farm — early action prevents bigger losses.,Usipuuze sumu ya dawa inayoshukiwa shambani mwako — hatua za mapema huzuia hasara kubwa.,,Okidwar weyo gik ma igeno ni nitie gi yath ma nyalo nego yien e puodhi mari — timo gik mapiyo geng'o ketho madongo.,
3422,Agriculture,Combine mulching early with proper spacing to boost your millet yield.,Changanya kufunika udongo mapema na nafasi sahihi ili kuongeza mavuno ya wimbi.,,Riw mulching mapiyo ka iketo thuolo mowinjore mondo imed cham mari mar ngano.,
3423,Agriculture,Keep your sheep healthy by monitoring for signs of mastitis.,Weka kondoo wako na afya kwa kuchunguza dalili za maambukizi ya kiwele.,,Ket rombe mari obed gi ngima maber kuom luwo ranyisi mag tuo mar lak.,
3424,Agriculture,Farmers growing cassava are advised to watch out for aphids this season.,Wakulima wanaolima muhogo washauriwa kuchunga vidukari msimu huu.,,Jopur ma pidho mzabibu ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,
3425,Agriculture,Protect your onions from root rot by planting drought-resistant varieties.,Linda vitunguu yako dhidi ya kuoza kwa mizizi kwa kupanda aina zinazostahimili ukame.,,Riek otungu mari mondo kik ng'injo otho kuom pidho kit otungu ma ok nyal geng'o oro.,
3426,Agriculture,Register for the irrigation development fund before the application deadline.,Jiandikishe kwa mfuko wa uendelezaji wa umwagiliaji kabla ya tarehe ya mwisho ya maombi.,,Indiki nying' e fund mar dongruok mar pi kapok odiechieng' mogik mar oro kwayo ochopo.,
3427,Agriculture,The fertiliser subsidy programme is now open — visit your county office to apply.,mpango wa ruzuku ya mbolea sasa imefunguliwa — tembelea ofisi ya kaunti yako kuomba.,,Program mar chiwo kony mar dongo dongo sani oyabere — dhi e ofis mar kaunti mari mondo ior kwayo.,
3428,Agriculture,Ask your extension officer for guidance on beekeeping before the next planting season.,Muulize afisa ugani kuhusu ufugaji nyuki kabla ya msimu ujao wa kupanda.,,Kwa apisa mari ma rito gik moko mondo omiyi yore mag rito kich kapok kinde mar pidho mabiro ochopo.,
3429,Agriculture,Farmers growing bananas are advised to watch out for flooding this season.,Wakulima wanaolima ndizi washauriwa kuchunga mafuriko msimu huu.,,Jopur ma pidho banana ipuonjogi mondo gibed gi ritruok kuom pi ma pong'o piny e kindeni.,
3430,Agriculture,Protect your tomatoes from fungal blight by monitoring fields weekly.,Linda nyanya yako dhidi ya ugonjwa wa fangasi kwa kufuatilia mashamba kila wiki.,,Riek nyanya mari mondo kik oyud tuwo mag fungi kuom luwo puothe juma ka juma.,
3431,Agriculture,Protect your sunflower from root rot by applying organic manure.,Linda alizeti yako dhidi ya kuoza kwa mizizi kwa kutumia mbolea ya asili.,,Rik maua mari mar chieng' mondo kik otho kuom keto lum ma dongo dongo.,
3432,Agriculture,Farmers growing kale are advised to watch out for maize streak virus this season.,Wakulima wanaolima sukuma wiki washauriwa kuchunga virusi vya mistari ya mahindi msimu huu.,,Jopur mapidho kale imiyogi rieko mar bedo motegno kuom midhusi mar cham e kindeni.,
3433,Agriculture,Farmers growing maize are advised to watch out for fall armyworm this season.,Wakulima wanaolima mahindi washauriwa kuchunga funza jeshi msimu huu.,,Jopur ma pidho chago omiye rieko mar bedo motegno kuom winyo mabiro e kindeni.,
3434,Agriculture,Farmers growing cotton are advised to watch out for drought this season.,Wakulima wanaolima pamba washauriwa kuchunga ukame msimu huu.,,Jopur mapidho pamba ipuonjogi mondo gibed gi ritruok kuom oro e kindeni.,
3435,Agriculture,Combine improving drainage with proper spacing to boost your kale yield.,Changanya kuboresha mifereji ya maji na nafasi sahihi ili kuongeza mavuno ya sukuma wiki.,,Kod loso maber yore mag pi kod keto thuolo mowinjore mondo omed cham mari mar kale.,
3436,Agriculture,Farmers growing coffee are advised to watch out for root rot this season.,Wakulima wanaolima kahawa washauriwa kuchunga kuoza kwa mizizi msimu huu.,,Jopur ma pidho kahawa ipuonjogi mondo gibed gi ritruok kuom ng'injo mar ng'injo e kindeni.,
3437,Agriculture,Farmers growing coffee are advised to watch out for flooding this season.,Wakulima wanaolima kahawa washauriwa kuchunga mafuriko msimu huu.,,Jopur ma pidho kahawa ipuonjogi mondo gibed gi ritruok kuom pi ma pong'o piny e kindeni.,
3438,Agriculture,Farmers growing sorghum are advised to watch out for aphids this season.,Wakulima wanaolima mtama washauriwa kuchunga vidukari msimu huu.,,Jopur ma pidho cham mag ngano ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,
3439,Agriculture,Visit your nearest agricultural office to learn about beekeeping.,Tembelea ofisi ya kilimo ya karibu kujifunza kuhusu ufugaji nyuki.,,Dhi e ofis mar pur man machiegni kodi mondo ing'e weche mag rito kich.,
3440,Agriculture,Protect your beans from drought by spacing plants correctly.,Linda maharagwe yako dhidi ya ukame kwa kuweka nafasi sahihi za mimea.,,Rit beans mari mondo kik obed gi oro kuom keto yien e kindgi e yo makare.,
3441,Agriculture,Farmers growing tomatoes are advised to watch out for termites this season.,Wakulima wanaolima nyanya washauriwa kuchunga mchwa msimu huu.,,Jopur ma pidho nyanya ipuonjogi mondo gibed gi ritruok kuom winyo ma ng'ato nyalo ng'ado e kindeni.,
3442,Agriculture,Vaccinate your cattle against lumpy skin disease before the rainy season.,Chanja ng'ombe yako dhidi ya ugonjwa wa ngozi ya uvimbe kabla ya msimu wa mvua.,,Chiw ne dhiang'i chanjo mar tuoche mag dende ma lumpy kapok kinde koth ochopo.,
3443,Agriculture,Farmers growing maize are advised to watch out for root rot this season.,Wakulima wanaolima mahindi washauriwa kuchunga kuoza kwa mizizi msimu huu.,,Jopur ma pidho chago omiye rieko mar rito ng'injo mar ng'injo e kindeni.,
3444,Agriculture,Keep your cattle healthy by monitoring for signs of lumpy skin disease.,Weka ng'ombe wako na afya kwa kuchunguza dalili za ugonjwa wa ngozi ya uvimbe.,,Ket dhiang' mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag pien.,
3445,Agriculture,Farmers growing millet are advised to watch out for locusts this season.,Wakulima wanaolima wimbi washauriwa kuchunga nzige msimu huu.,,Jopur ma pidho ngano ipuonjogi mondo gibed gi ritruok kuom winyo ma ng'we ng'ar e kindeni.,
3446,Agriculture,Vaccinate your pigs against foot-and-mouth disease before the rainy season.,Chanja nguruwe yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,,Chiw ng'ombe mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,
3447,Agriculture,Vaccinate your pigs against mastitis before the rainy season.,Chanja nguruwe yako dhidi ya maambukizi ya kiwele kabla ya msimu wa mvua.,,Chiw ng'ombe mari chanjo mar geng'o tuo mar master kapok kinde koth ochopo.,
3448,Agriculture,Farmers growing coffee are advised to watch out for aphids this season.,Wakulima wanaolima kahawa washauriwa kuchunga vidukari msimu huu.,,Jopur ma pidho kahawa ipuonjogi mondo gibed gi ritruok kuom aphids e kindeni.,
3449,Agriculture,Vaccinate your donkeys against foot-and-mouth disease before the rainy season.,Chanja punda yako dhidi ya ugonjwa wa miguu na midomo kabla ya msimu wa mvua.,,Chiw ng'ombe mari chanjo mar tuoche mag tielo kod dhok kapok kinde koth ochopo.,
3450,Agriculture,Combine applying recommended pesticide with proper spacing to boost your sugarcane yield.,Changanya kutumia dawa inayopendekezwa na nafasi sahihi ili kuongeza mavuno ya miwa.,,Riw tiyo kod yath ma jiwogo yien kod thuolo mowinjore mondo omed cham mar ngano mari.,
3451,Agriculture,Protect your millet from fall armyworm by applying organic manure.,Linda wimbi yako dhidi ya funza jeshi kwa kutumia mbolea ya asili.,,Rik ngano mari kuom winyo mapodho kuom keto lum ma dongo dongo.,
3452,Agriculture,Keep your donkeys healthy by monitoring for signs of foot-and-mouth disease.,Weka punda wako na afya kwa kuchunguza dalili za ugonjwa wa miguu na midomo.,,Ket punda mari obed gi ngima maber kuom luwo ranyisi mag tuoche mag tielo kod dhok.,
3453,Agriculture,Combine planting drought-resistant varieties with proper spacing to boost your tea yield.,Changanya kupanda aina zinazostahimili ukame na nafasi sahihi ili kuongeza mavuno ya chai.,,Riw pidho yien ma ok nyal bedo gi oro kod thuolo mowinjore mondo omed chak mari mar chai.,
3454,Agriculture,Combine spacing plants correctly with proper spacing to boost your rice yield.,Changanya kuweka nafasi sahihi za mimea na nafasi sahihi ili kuongeza mavuno ya mchele.,,Riw yien ma iketo e kindgi e yo makare gi yien ma iketogi e kindgi mondo imed ng'iewo mzabibu mari.,
3455,Agriculture,Protect your onions from coffee berry disease by monitoring fields weekly.,Linda vitunguu yako dhidi ya ugonjwa wa chungu wa kahawa kwa kufuatilia mashamba kila wiki.,,Rik otungu mari mondo kik oyud tuoche mag berry mag kahawa kuom luwo puothe juma ka juma.,
3456,Agriculture,Vaccinate your poultry against Newcastle disease before the rainy season.,Chanja kuku yako dhidi ya ugonjwa wa mdondo kabla ya msimu wa mvua.,,Chiw ne winyo mari chanjo mar tuo mar Newcastle kapok kinde koth ochopo.,
3457,Agriculture,Protect your tea from fungal blight by applying recommended pesticide.,Linda chai yako dhidi ya ugonjwa wa fangasi kwa kutumia dawa inayopendekezwa.,,Riek chai mari mondo kik oyud tuwo mag fungi kuom keto yath ma ji dwaro ni otigodo.,
3458,Agriculture,Vaccinate your rabbits against anthrax before the rainy season.,Chanja sungura yako dhidi ya kimeta kabla ya msimu wa mvua.,,Chiwo chanjo mar geng'o tuo mar anthrax kapok kinde koth ochopo.,
3459,Agriculture,Combine rotating crops with proper spacing to boost your tomatoes yield.,Changanya kubadilisha mazao na nafasi sahihi ili kuongeza mavuno ya nyanya.,,Kod cham ma ilokore gi thuolo mowinjore mondo omed ng'eny mar nyanya mari.,
3460,Agriculture,Don't ignore counterfeit farm inputs on your farm — early action prevents bigger losses.,Usipuuze pembejeo bandia za kilimo shambani mwako — hatua za mapema huzuia hasara kubwa.,,Okidwar weyo gik ma itiyogo e puodho ma miriambo e puoth mari — timo gik moko mapiyo geng'o ketho madongo.,
3461,Agriculture,Combine applying organic manure with proper spacing to boost your maize yield.,Changanya kutumia mbolea ya asili na nafasi sahihi ili kuongeza mavuno ya mahindi.,,Riw keto lum ma dongo dongo kod thuolo mowinjore mondo omed cham mari mar cham.,
3462,Agriculture,Farmers growing rice are advised to watch out for coffee berry disease this season.,Wakulima wanaolima mchele washauriwa kuchunga ugonjwa wa chungu wa kahawa msimu huu.,,Jopur mapidho mzabibu omiye rieko mondo kik giyud tuoche mag berry mag kahawa e kindeni.,
