PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
7235,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), free primary and free day secondary education policy in public schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e01+e06+e08,grounded_generated
7236,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), free primary and free day secondary education policy in public schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e01+e06+e09,grounded_generated
7237,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), free primary and free day secondary education policy in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e01+e06+e10,grounded_generated
7238,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), the Digital Literacy Programme providing learning devices to primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e01+e07+e08,grounded_generated
7239,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), the Digital Literacy Programme providing learning devices to primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e01+e07+e09,grounded_generated
7240,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), the Digital Literacy Programme providing learning devices to primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na uajiri wa walimu wa TSC kwa shule za umma.",,e01+e07+e10,grounded_generated
7241,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e01+e08+e09,grounded_generated
7242,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na uajiri wa walimu wa TSC kwa shule za umma.",,e01+e08+e10,grounded_generated
7243,Education,General,"This quarter's briefing highlights the transition to Junior Secondary School (JSS) under the Competency Based Curriculum (CBC), special needs and inclusive education support units in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia mpito kwenda shule ya upili ya chini (JSS) chini ya mtaala wa CBC, vitengo vya elimu maalum na jumuishi katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e01+e09+e10,grounded_generated
7244,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and NG-CDF bursary applications for needy students through local constituency offices.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge.",,e02+e03+e04,grounded_generated
7245,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and the national school feeding programme supporting learners in public primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.",,e02+e03+e05,grounded_generated
7246,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e02+e03+e06,grounded_generated
7247,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e02+e03+e07,grounded_generated
7248,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e02+e03+e08,grounded_generated
7249,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e03+e09,grounded_generated
7250,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, Higher Education Loans Board (HELB) loan and bursary applications, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya mkopo na bursary ya HELB, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e03+e10,grounded_generated
7251,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and the national school feeding programme supporting learners in public primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.",,e02+e04+e05,grounded_generated
7252,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e02+e04+e06,grounded_generated
7253,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e02+e04+e07,grounded_generated
7254,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e02+e04+e08,grounded_generated
7255,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e04+e09,grounded_generated
7256,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, NG-CDF bursary applications for needy students through local constituency offices, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e04+e10,grounded_generated
7257,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the national school feeding programme supporting learners in public primary schools, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e02+e05+e06,grounded_generated
7258,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the national school feeding programme supporting learners in public primary schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e02+e05+e07,grounded_generated
7259,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the national school feeding programme supporting learners in public primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e02+e05+e08,grounded_generated
7260,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the national school feeding programme supporting learners in public primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e05+e09,grounded_generated
7261,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the national school feeding programme supporting learners in public primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e05+e10,grounded_generated
7262,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, free primary and free day secondary education policy in public schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e02+e06+e07,grounded_generated
7263,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, free primary and free day secondary education policy in public schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e02+e06+e08,grounded_generated
7264,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, free primary and free day secondary education policy in public schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e06+e09,grounded_generated
7265,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, free primary and free day secondary education policy in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e06+e10,grounded_generated
7266,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the Digital Literacy Programme providing learning devices to primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e02+e07+e08,grounded_generated
7267,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the Digital Literacy Programme providing learning devices to primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e07+e09,grounded_generated
7268,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, the Digital Literacy Programme providing learning devices to primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e07+e10,grounded_generated
7269,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e02+e08+e09,grounded_generated
7270,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e08+e10,grounded_generated
7271,Education,General,"This quarter's briefing highlights the KUCCPS placement portal for university and college applications, special needs and inclusive education support units in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia lango la KUCCPS la maombi ya vyuo vikuu na vyuo, vitengo vya elimu maalum na jumuishi katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e02+e09+e10,grounded_generated
7272,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and the national school feeding programme supporting learners in public primary schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma.",,e03+e04+e05,grounded_generated
7273,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e03+e04+e06,grounded_generated
7274,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e03+e04+e07,grounded_generated
7275,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e03+e04+e08,grounded_generated
7276,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e03+e04+e09,grounded_generated
7277,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, NG-CDF bursary applications for needy students through local constituency offices, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e04+e10,grounded_generated
7278,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the national school feeding programme supporting learners in public primary schools, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e03+e05+e06,grounded_generated
7279,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the national school feeding programme supporting learners in public primary schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e03+e05+e07,grounded_generated
7280,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the national school feeding programme supporting learners in public primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e03+e05+e08,grounded_generated
7281,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the national school feeding programme supporting learners in public primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e03+e05+e09,grounded_generated
7282,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the national school feeding programme supporting learners in public primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e05+e10,grounded_generated
7283,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, free primary and free day secondary education policy in public schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e03+e06+e07,grounded_generated
7284,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, free primary and free day secondary education policy in public schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e03+e06+e08,grounded_generated
7285,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, free primary and free day secondary education policy in public schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e03+e06+e09,grounded_generated
7286,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, free primary and free day secondary education policy in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e06+e10,grounded_generated
7287,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the Digital Literacy Programme providing learning devices to primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e03+e07+e08,grounded_generated
7288,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the Digital Literacy Programme providing learning devices to primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e03+e07+e09,grounded_generated
7289,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, the Digital Literacy Programme providing learning devices to primary schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e07+e10,grounded_generated
7290,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e03+e08+e09,grounded_generated
7291,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC), and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, usajili wa mitihani ya KCSE na KCPE kupitia KNEC, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e08+e10,grounded_generated
7292,Education,General,"This quarter's briefing highlights Higher Education Loans Board (HELB) loan and bursary applications, special needs and inclusive education support units in public schools, and Teachers Service Commission (TSC) recruitment of teachers for public schools.","Kikao cha robo hii kinaangazia maombi ya mkopo na bursary ya HELB, vitengo vya elimu maalum na jumuishi katika shule za umma, na uajiri wa walimu wa TSC kwa shule za umma.",,e03+e09+e10,grounded_generated
7293,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the national school feeding programme supporting learners in public primary schools, and free primary and free day secondary education policy in public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na sera ya elimu ya msingi na sekondari ya kutwa bila malipo katika shule za umma.",,e04+e05+e06,grounded_generated
7294,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the national school feeding programme supporting learners in public primary schools, and the Digital Literacy Programme providing learning devices to primary schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na Mpango wa Ujuzi wa Kidijitali unaotoa vifaa vya kujifunzia kwa shule za msingi.",,e04+e05+e07,grounded_generated
7295,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the national school feeding programme supporting learners in public primary schools, and KCSE and KCPE examination registration through the Kenya National Examinations Council (KNEC).","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na usajili wa mitihani ya KCSE na KCPE kupitia KNEC.",,e04+e05+e08,grounded_generated
7296,Education,General,"This quarter's briefing highlights NG-CDF bursary applications for needy students through local constituency offices, the national school feeding programme supporting learners in public primary schools, and special needs and inclusive education support units in public schools.","Kikao cha robo hii kinaangazia maombi ya bursary ya NG-CDF kwa wanafunzi wenye uhitaji kupitia ofisi za eneobunge, mpango wa kitaifa wa chakula shuleni unaosaidia wanafunzi wa shule za msingi za umma, na vitengo vya elimu maalum na jumuishi katika shule za umma.",,e04+e05+e09,grounded_generated
