PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
4467,Security & Safety,General,"During search and rescue operations, always keep emergency contacts on hand in case of drought.","Wakati wa operesheni za utafutaji na uokoaji, weka nambari za dharura karibu endapo kutakuwa na ukame.","E kinde mag manyo kendo reso ji, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ng’ato otho.",krcs,10/07/2026,https://redcross.or.ke/publications/
4468,Security & Safety,General,Report any human trafficking to the nearest police station immediately.,Ripoti usafirishaji haramu wa binadamu yoyote kwa kituo cha polisi cha karibu mara moja.,Chiw ripot mar ohala moro amora mar ohala dhano ne obila man machiegni mapiyo.,nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4469,Security & Safety,General,Anyone who witnesses human trafficking during mass gatherings should alert authorities immediately.,Yeyote anayeshuhudia usafirishaji haramu wa binadamu wakati wa mikusanyiko mikubwa anapaswa kuarifu mamlaka mara moja.,Ng’at ang’ata maneno ka ji uso dhano e kinde ma ji mang’eny romoe owinjore onyis jotelo mapiyo.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4470,Security & Safety,General,Motorists and pedestrians alike must observe road safety guidelines at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia miongozo ya usalama barabarani wakati wote.,Joma riembo nyamburko kod joma wuotho ​​gi tiendgi nyaka luwo chike mag rito yore kinde duto.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4471,Security & Safety,General,"In light of recent vandalism of public property cases, residents are reminded to follow curfew regulations.","Kutokana na visa vya hivi karibuni vya uharibifu wa mali ya umma, wakazi wanakumbushwa kufuata kanuni za amri ya kutotoka nje.","Kaluwore gi kes mag ketho mwandu mag piny, iparo ne jodak mondo oluw chike mag kafiu.",nacada,10/07/2026,https://nacada.go.ke/news
4472,Security & Safety,General,Stay informed on cybersecurity threats and follow crowd safety measures to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama wa mtandao na ufuate hatua za usalama wa umati kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro e yor mbui kendo luwo okenge mag arita mag oganda mondo orit joodu maber.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4473,Security & Safety,General,Stay informed on cybersecurity threats and follow boat and lake safety rules to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama wa mtandao na ufuate kanuni za usalama wa mashua na ziwa kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro e yor mbui kendo luwo chike mag rito yie kod nam mondo orit joodu obed gi arita.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4474,Security & Safety,General,"During fire disasters, always keep emergency contacts on hand in case of water contamination.","Wakati wa majanga ya moto, weka nambari za dharura karibu endapo kutakuwa na uchafuzi wa maji.","E kinde mag masiche mag mach, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi okethore.",nacada,10/07/2026,https://nacada.go.ke/publications
4475,Security & Safety,General,"During mass gatherings, always keep emergency contacts on hand in case of drought.","Wakati wa mikusanyiko mikubwa, weka nambari za dharura karibu endapo kutakuwa na ukame.","E kinde mag chokruok mag ji mang’eny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ng’ato otho.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4476,Security & Safety,General,Report any domestic violence to the nearest police station immediately.,Ripoti unyanyasaji wa nyumbani yoyote kwa kituo cha polisi cha karibu mara moja.,Chiw ripot mar tim gero moro amora e ot ne obila man machiegni mapiyo.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Strategic%20Plan
4477,Security & Safety,General,Contact the Kenya Red Cross for assistance during disease outbreaks.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa milipuko ya magonjwa.,Tudri kod Red Cross mar piny Kenya mondo iyud kony e seche ma tuoche opong'o piny.,nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4478,Security & Safety,General,Prepare an emergency kit in case of fire outbreaks in your area.,Andaa vifaa vya dharura endapo kutakuwa na milipuko ya moto eneo lako.,Inyalo loso gik ma inyalo tiyogo mapiyo ka mach owang’ e alworau.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4479,Security & Safety,General,Communities facing disease outbreaks should follow workplace safety standards issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya magonjwa zinapaswa kufuata viwango vya usalama mahali pa kazi zilizotolewa na timu za maafa za kaunti.,Oganda ma yudo masira mag tuoche onego oluw chike mag arita mag kuonde tich ma ogol gi jokanyo mag kaunti mag masira.,krcs,10/07/2026,https://redcross.or.ke/service/public-health-emergencies/
4480,Security & Safety,General,"During road accident emergencies, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa dharura za ajali za barabarani, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag masira mag ndara, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka tuoche owuok.",nacada,10/07/2026,https://nacada.go.ke/
4481,Security & Safety,General,Anyone who witnesses suspicious activity during search and rescue operations should alert authorities immediately.,Yeyote anayeshuhudia shughuli za kutiliwa shaka wakati wa operesheni za utafutaji na uokoaji anapaswa kuarifu mamlaka mara moja.,Ng'at ang'ata maneno tim ma omiye kiawa e seche mag manyo kod reso onego onyis jotelo mapiyo.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4482,Security & Safety,General,"During search and rescue operations, always keep emergency contacts on hand in case of disease outbreaks.","Wakati wa operesheni za utafutaji na uokoaji, weka nambari za dharura karibu endapo kutakuwa na milipuko ya magonjwa.","E kinde mag manyo kendo reso ji, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni tuoche moko owuok.",krcs,10/07/2026,https://redcross.or.ke/
4483,Security & Safety,General,"In light of recent human trafficking cases, residents are reminded to follow public transport safety rules.","Kutokana na visa vya hivi karibuni vya usafirishaji haramu wa binadamu, wakazi wanakumbushwa kufuata kanuni za usalama wa usafiri wa umma.","Kaluwore gi kes mag ng’iewo dhano ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita mag wuotho ​​ma ji duto nyalo ng’iewo.",nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4484,Security & Safety,General,Stay informed on flooding risk and follow workplace safety standards to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya mafuriko na ufuate viwango vya usalama mahali pa kazi kuweka familia yako salama.,Bed gi ng’eyo kuom gik ma nyalo kelo hinyruok e wi pi ma pong’o piny kendo luwo chike mag rito gik moko e kar tich mondo orit joodu obed gi arita.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4485,Security & Safety,General,"During disease outbreaks, always keep emergency contacts on hand in case of flooding.","Wakati wa milipuko ya magonjwa, weka nambari za dharura karibu endapo kutakuwa na mafuriko.","E kinde ma tuoche pong’o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka pi opong’o piny.",krcs,10/07/2026,https://redcross.or.ke/programmes/health/
4486,Security & Safety,General,Communities facing disease outbreaks should follow public transport safety rules issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya magonjwa zinapaswa kufuata kanuni za usalama wa usafiri wa umma zilizotolewa na timu za maafa za kaunti.,Oganda ma yudo masira mag tuoche onego oluw chike mag arita mag wuoth ma ji duto ogolo gi riwruoge mag masira mag kaunti.,nacada,10/07/2026,https://nacada.go.ke/news
4487,Security & Safety,General,Residents are urged to report armed robbery through the county emergency hotline.,Wakazi wanahimizwa kuripoti unyang'anyi wa kutumia silaha kupitia laini ya dharura ya kaunti.,Jodak ikwayo mondo ogol ripot mar kuo ma nigi gik lweny kokalo kuom namba mar ng’ado bura mapiyo e kaunti.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4488,Security & Safety,General,The National Disaster Operations Centre has issued an update on security threats.,Kituo cha Kitaifa cha Uendeshaji wa Maafa kimetoa taarifa kuhusu vitisho vya usalama.,Ofis mar piny mangima ma rito masira osegolo wach manyien kuom gik ma nyalo kelo luoro e arita.,krcs,10/07/2026,https://redcross.or.ke/publications/
4489,Security & Safety,General,Communities facing water contamination should follow public transport safety rules issued by county disaster teams.,Jamii zinazokabiliwa na uchafuzi wa maji zinapaswa kufuata kanuni za usalama wa usafiri wa umma zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo pek mag pi onego oluw chike mag arita mag wuoth ma ji duto ogolo gi jotelo mag kaunti mag masira.,nacada,10/07/2026,https://nacada.go.ke/publications
4490,Security & Safety,General,Communities facing lightning strikes should follow public transport safety rules issued by county disaster teams.,Jamii zinazokabiliwa na mapigo ya radi zinapaswa kufuata kanuni za usalama wa usafiri wa umma zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo masira mag mil polo onego oluw chike mag arita mag wuoth ma ji duto ogolo gi jotelo mag masira mag kaunti.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4491,Security & Safety,General,"In light of recent domestic violence cases, residents are reminded to follow school safety protocols.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa nyumbani, wakazi wanakumbushwa kufuata kanuni za usalama shuleni.","Kaluwore gi kes mag tulo mag ot ma osetimore machiegni, iparo ne jodak mondo oluw chike mag arita mag skul.",krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4492,Security & Safety,General,Contact the Kenya Red Cross for assistance during fire disasters.,Wasiliana na Msalaba Mwekundu wa Kenya kwa msaada wakati wa majanga ya moto.,Tudri kod Red Cross mar piny Kenya mondo iyud kony e seche ma masiche mag mach timore.,nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4493,Security & Safety,General,Communities in flood-prone areas should prepare for landslides this rainy season.,Jamii katika maeneo yanayokumbwa na mafuriko zijiandae kwa maporomoko ya ardhi msimu huu wa mvua.,Jodak ma ni e kuonde ma pi mang’eny nyalo pong’o piny onego oikre ne ng’anjo mag piny e kinde koth.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4494,Security & Safety,General,Communities facing lightning strikes should follow fire safety precautions issued by county disaster teams.,Jamii zinazokabiliwa na mapigo ya radi zinapaswa kufuata tahadhari za usalama wa moto zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi mil polo onego oluw okenge mag arita mag mach ma ogol gi jokanyo mag kaunti mag masira.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4495,Security & Safety,General,"During displacement crises, always keep emergency contacts on hand in case of lightning strikes.","Wakati wa migogoro ya kuhamishwa, weka nambari za dharura karibu endapo kutakuwa na mapigo ya radi.","E kinde mag masira mag weyo udigi, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo kapo ni mil polo omako.",nacada,10/07/2026,https://nacada.go.ke/
4496,Security & Safety,General,Emergency responders are on standby to assist during fire disasters.,Wahudumu wa dharura wako tayari kusaidia wakati wa majanga ya moto.,Jogo ma konyo e kinde mag masira gin moikre mar konyo e seche ma mach wuok.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4497,Security & Safety,General,Communities facing fire outbreaks should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na milipuko ya moto zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi midhiero mag mach onego oluw chike mag arita mag yore ogol gi riwruoge mag masira mag kaunti.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Strategic%20Plan
4498,Security & Safety,General,"In light of recent domestic violence cases, residents are reminded to follow crowd safety measures.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa nyumbani, wakazi wanakumbushwa kufuata hatua za usalama wa umati.","Kaluwore gi kes mag tulo mag ot ma osetimore machiegni, iparo ne jodak mondo oluw okenge mag arita mag oganda.",nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4499,Security & Safety,General,Follow crowd safety measures to keep your community safe during the festive season.,Fuata hatua za usalama wa umati kuweka jamii yako salama wakati wa msimu wa sherehe.,Luri gi okenge mag arita mar oganda mondo orit jodak mari e kinde mag nyasi.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4500,Security & Safety,General,"During mass gatherings, always keep emergency contacts on hand in case of lightning strikes.","Wakati wa mikusanyiko mikubwa, weka nambari za dharura karibu endapo kutakuwa na mapigo ya radi.","E kinde mag chokruok mag ji mang’eny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo kapo ni mil polo omako.",krcs,10/07/2026,https://redcross.or.ke/service/public-health-emergencies/
4501,Security & Safety,General,Anyone who witnesses cybercrime during road accident emergencies should alert authorities immediately.,Yeyote anayeshuhudia uhalifu wa mtandaoni wakati wa dharura za ajali za barabarani anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno tim marach mag mbui e kinde ma masira mag ndara timore mapiyo, onego onyis jotelo mapiyo.",nacada,10/07/2026,https://nacada.go.ke/news
4502,Security & Safety,General,Communities facing strong winds should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na upepo mkali zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo yamo matek onego oluw chike mag arita mag yie kod nam ma ogol gi riwruoge mag kaunti mag masira.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4503,Security & Safety,General,Stay informed on security threats and follow workplace safety standards to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate viwango vya usalama mahali pa kazi kuweka familia yako salama.,Bed gi ng’eyo kuom gik ma nyalo ketho arita kendo luwo chike mag arita e kar tich mondo orit joodu obed gi arita.,krcs,10/07/2026,https://redcross.or.ke/
4504,Security & Safety,General,Communities facing strong winds should follow school safety protocols issued by county disaster teams.,Jamii zinazokabiliwa na upepo mkali zinapaswa kufuata kanuni za usalama shuleni zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo yamo matek onego oluw chike mag arita mag skul ma ogol gi jokanyo mag kaunti mag masira.,nacada,10/07/2026,https://nacada.go.ke/publications
4505,Security & Safety,General,Stay informed on severe weather warnings and follow crowd safety measures to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za hali mbaya ya hewa na ufuate hatua za usalama wa umati kuweka familia yako salama.,Bed gi ng'eyo kuom siem mag yamo mager kendo luwo okenge mag arita mag oganda mondo orit joodu maber.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4506,Security & Safety,General,Stay informed on landslide risk and follow public transport safety rules to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya maporomoko ya ardhi na ufuate kanuni za usalama wa usafiri wa umma kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo hinyruok e wi lowo kendo luwo chike mag arita mag wuotho ​​mag ji duto mondo orit joodu maber.,krcs,10/07/2026,https://redcross.or.ke/programmes/health/
4507,Security & Safety,General,"In light of recent a road accident cases, residents are reminded to follow road safety guidelines.","Kutokana na visa vya hivi karibuni vya ajali ya barabarani, wakazi wanakumbushwa kufuata miongozo ya usalama barabarani.","Kaluwore gi weche ma osetimore machiegni mag masira mag ndara, iparo ne jodak mondo oluw chike mag rito ndara.",nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4508,Security & Safety,General,"In light of recent human trafficking cases, residents are reminded to follow curfew regulations.","Kutokana na visa vya hivi karibuni vya usafirishaji haramu wa binadamu, wakazi wanakumbushwa kufuata kanuni za amri ya kutotoka nje.","Kaluwore gi kes mag uso dhano ma osetimore machiegni, iparo ne jodak mondo oluw chike mag kafiu.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4509,Security & Safety,General,Anyone who witnesses vandalism of public property during severe weather events should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa matukio makali ya hali ya hewa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ji ketho mwandu mag piny e kinde ma piny bedo mager, onego onyis jotelo mapiyo.",krcs,10/07/2026,https://redcross.or.ke/publications/
4510,Security & Safety,General,"In light of recent domestic violence cases, residents are reminded to follow public transport safety rules.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa nyumbani, wakazi wanakumbushwa kufuata kanuni za usalama wa usafiri wa umma.","Kaluwore gi weche ma osetimore machiegni mag ng’anjo e ot, iparo ne jodak mondo oluw chike mag rito ng’ato e wuoth ma ji duto tiyogo.",nacada,10/07/2026,https://nacada.go.ke/
4511,Security & Safety,General,Communities facing lightning strikes should follow workplace safety standards issued by county disaster teams.,Jamii zinazokabiliwa na mapigo ya radi zinapaswa kufuata viwango vya usalama mahali pa kazi zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo masira mag mil polo onego oluw chike mag arita mag kar tich ma ogol gi jokanyo mag kaunti mag masira.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4512,Security & Safety,General,Stay informed on civil unrest warnings and follow school safety protocols to keep your family safe.,Endelea kufahamishwa kuhusu tahadhari za machafuko ya kiraia na ufuate kanuni za usalama shuleni kuweka familia yako salama.,Bed gi ng’eyo kuom siem mag ng’anjo mag oganda kendo luwo chike mag arita mag skul mondo orit joodu obed gi arita.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4513,Security & Safety,General,Stay informed on flooding risk and follow public transport safety rules to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya mafuriko na ufuate kanuni za usalama wa usafiri wa umma kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo hinyruok e wi pi ma pong’o piny kendo luwo chike mag rito gik ma ji nyalo ng’ado mondo orit joodu obed gi arita.,nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4514,Security & Safety,General,Communities facing lightning strikes should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na mapigo ya radi zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo masira mag mil polo onego oluw chike mag arita mag yie kod nam ma ogol gi riwruoge mag masira mag kaunti.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4515,Security & Safety,General,Anyone who witnesses vandalism of public property during search and rescue operations should alert authorities immediately.,Yeyote anayeshuhudia uharibifu wa mali ya umma wakati wa operesheni za utafutaji na uokoaji anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ng’ato oketho mwandu mag piny e kinde ma gidhi manyo kendo reso ji, onego onyis jotelo mapiyo.",krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4516,Security & Safety,General,Anyone who witnesses child abuse during flooding emergencies should alert authorities immediately.,Yeyote anayeshuhudia unyanyasaji wa watoto wakati wa dharura za mafuriko anapaswa kuarifu mamlaka mara moja.,Ng’at ang’ata ma neno ka itimo ne nyathi timbe mag anjao e kinde ma pi opong’o piny onego onyis jotelo mapiyo.,nacada,10/07/2026,https://nacada.go.ke/news
4517,Security & Safety,General,Anyone who witnesses domestic violence during disease outbreaks should alert authorities immediately.,Yeyote anayeshuhudia unyanyasaji wa nyumbani wakati wa milipuko ya magonjwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno tim gero mag ot e kinde ma tuoche opong’o piny, onego onyis jotelo mapiyo.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4518,Security & Safety,General,Motorists and pedestrians alike must observe crowd safety measures at all times.,Madereva na waenda kwa miguu wanapaswa kuzingatia hatua za usalama wa umati wakati wote.,Joma riembo nyamburko kod joma wuotho ​​e tiendgi nyaka luwo okenge mag arita mag oganda kinde duto.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Strategic%20Plan
4519,Security & Safety,General,Communities facing building collapse risk should follow curfew regulations issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata kanuni za amri ya kutotoka nje zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi arita mar ketruok mar udi onego oluw chike mag kafiu ma ogol gi jotend masira mag kaunti.,nacada,10/07/2026,https://nacada.go.ke/publications
4520,Security & Safety,General,Residents are urged to report cybercrime through the county emergency hotline.,Wakazi wanahimizwa kuripoti uhalifu wa mtandaoni kupitia laini ya dharura ya kaunti.,Jodak ikwayo mondo ogol ripot mar ketho mag mbui kokalo kuom namba mar simu mar kaunti mar ng’ado bura mapiyo.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4521,Security & Safety,General,Communities in flood-prone areas should prepare for drought this rainy season.,Jamii katika maeneo yanayokumbwa na mafuriko zijiandae kwa ukame msimu huu wa mvua.,Jodak ma nitie kuonde ma pi mang’eny nyalo pong’o piny onego oikre ne oro e kinde kothni.,krcs,10/07/2026,https://redcross.or.ke/service/public-health-emergencies/
4522,Security & Safety,General,"During road accident emergencies, always keep emergency contacts on hand in case of building collapse risk.","Wakati wa dharura za ajali za barabarani, weka nambari za dharura karibu endapo kutakuwa na hatari ya kuporomoka kwa jengo.","E kinde mag masira mag ndara, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ot nyalo kethore.",nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4523,Security & Safety,General,"In light of recent a road accident cases, residents are reminded to follow workplace safety standards.","Kutokana na visa vya hivi karibuni vya ajali ya barabarani, wakazi wanakumbushwa kufuata viwango vya usalama mahali pa kazi.","Kaluwore gi weche ma osetimore machiegni mag masira mag ndara, iparo ne jodak mondo oluw chike mag arita e kar tich.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4524,Security & Safety,General,Anyone who witnesses arson during mass gatherings should alert authorities immediately.,Yeyote anayeshuhudia uchomaji moto wa makusudi wakati wa mikusanyiko mikubwa anapaswa kuarifu mamlaka mara moja.,"Ng’at ang’ata ma neno ka ng’ato owang’o mach e kinde ma ji mang’eny chokore, onego onyis jotelo mapiyo.",krcs,10/07/2026,https://redcross.or.ke/
4525,Security & Safety,General,Communities in flood-prone areas should prepare for water contamination this rainy season.,Jamii katika maeneo yanayokumbwa na mafuriko zijiandae kwa uchafuzi wa maji msimu huu wa mvua.,Jodak ma ni e kuonde ma pi nyalo pong’o piny onego oikre mondo kik pi obed ma ok ler e kinde kothni.,nacada,10/07/2026,https://nacada.go.ke/
4526,Security & Safety,General,"During fire disasters, always keep emergency contacts on hand in case of strong winds.","Wakati wa majanga ya moto, weka nambari za dharura karibu endapo kutakuwa na upepo mkali.","E kinde mag masiche mag mach, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka yamo matek owuok.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4527,Security & Safety,General,"During severe weather events, always keep emergency contacts on hand in case of fire outbreaks.","Wakati wa matukio makali ya hali ya hewa, weka nambari za dharura karibu endapo kutakuwa na milipuko ya moto.","E kinde mag piny bedo marach ahinya, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni mach owang’.",krcs,10/07/2026,https://redcross.or.ke/programmes/health/
4528,Security & Safety,General,Emergency responders are on standby to assist during road accident emergencies.,Wahudumu wa dharura wako tayari kusaidia wakati wa dharura za ajali za barabarani.,Jogo ma konyo e kinde mag masira gin gi gombo mar konyo e kinde ma masira mag ndara otimore.,nacada,10/07/2026,https://nacada.go.ke/digital-deception-when-social-media-becomes-drug-pipeline
4529,Security & Safety,General,"During disease outbreaks, always keep emergency contacts on hand in case of drought.","Wakati wa milipuko ya magonjwa, weka nambari za dharura karibu endapo kutakuwa na ukame.","E kinde ma tuoche pong’o piny, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka ng’ato otho.",ntsa,10/07/2026,https://www.ntsa.go.ke/
4530,Security & Safety,General,Emergency responders are on standby to assist during severe weather events.,Wahudumu wa dharura wako tayari kusaidia wakati wa matukio makali ya hali ya hewa.,Jogo ma konyo e kinde mag masira gin gi gombo mar konyo e kinde mag yamo mager.,krcs,10/07/2026,https://redcross.or.ke/publications/
4531,Security & Safety,General,"In light of recent child abuse cases, residents are reminded to follow fire safety precautions.","Kutokana na visa vya hivi karibuni vya unyanyasaji wa watoto, wakazi wanakumbushwa kufuata tahadhari za usalama wa moto.","Kaluwore gi kes mag ketho nyithindo ma osetimore machiegni, iparo ne jodak mondo oluw yore mag geng’o mach.",nacada,10/07/2026,https://nacada.go.ke/news
4532,Security & Safety,General,Communities facing building collapse risk should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na hatari ya kuporomoka kwa jengo zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi luoro mar ketruok mar udi onego oluw chike mag arita mag yie kod nam ma ogol gi jotend masira mag kaunti.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4533,Security & Safety,General,"In light of recent theft cases, residents are reminded to follow crowd safety measures.","Kutokana na visa vya hivi karibuni vya wizi, wakazi wanakumbushwa kufuata hatua za usalama wa umati.","Kaluwore gi kes mag kuo ma osetimore machiegni, iparo ne jodak mondo oluw okenge mag arita e kind oganda.",krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Annual%20Report
4534,Security & Safety,General,"During search and rescue operations, always keep emergency contacts on hand in case of fire outbreaks.","Wakati wa operesheni za utafutaji na uokoaji, weka nambari za dharura karibu endapo kutakuwa na milipuko ya moto.","E kinde mag manyo kendo reso ji, kinde duto bed gi jogo ma inyalo tudorego mapiyo kapo ni mach owang’.",nacada,10/07/2026,https://nacada.go.ke/publications
4535,Security & Safety,General,Communities facing water contamination should follow road safety guidelines issued by county disaster teams.,Jamii zinazokabiliwa na uchafuzi wa maji zinapaswa kufuata miongozo ya usalama barabarani zilizotolewa na timu za maafa za kaunti.,Jodak ma yudo pek mag pi onego oluw chike mag arita mag yore ma ogol gi jokanyo mag kaunti mag masira.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4536,Security & Safety,General,"During fire disasters, always keep emergency contacts on hand in case of landslides.","Wakati wa majanga ya moto, weka nambari za dharura karibu endapo kutakuwa na maporomoko ya ardhi.","E kinde mag masira mag mach, kinde duto bed gi jogo ma inyalo tudruokgo mapiyo ka piny otur.",krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=ReachOut%20Magazine
4537,Security & Safety,General,Communities facing flooding should follow boat and lake safety rules issued by county disaster teams.,Jamii zinazokabiliwa na mafuriko zinapaswa kufuata kanuni za usalama wa mashua na ziwa zilizotolewa na timu za maafa za kaunti.,Oganda maromo gi pi ma pong'o piny onego oluw chike mag arita mag yie kod nam ma ogol gi riwruoge mag kaunti mag masira.,nacada,10/07/2026,https://nacada.go.ke/road-back-home-kenyas-untold-story-healing
4538,Security & Safety,General,Stay informed on security threats and follow road safety guidelines to keep your family safe.,Endelea kufahamishwa kuhusu vitisho vya usalama na ufuate miongozo ya usalama barabarani kuweka familia yako salama.,Bed gi ng’eyo matut kuom gik ma nyalo kelo luoro kendo luwo chike mag arita mag yore mondo orit joodu.,ntsa,10/07/2026,https://www.ntsa.go.ke/
4539,Security & Safety,General,Follow fire safety precautions to keep your community safe during the festive season.,Fuata tahadhari za usalama wa moto kuweka jamii yako salama wakati wa msimu wa sherehe.,Luri gi yore mag arita mar mach mondo orit jodak mari e kinde mag nyasi.,krcs,10/07/2026,https://redcross.or.ke/publications/?publicationField=Strategic%20Plan
4540,Security & Safety,General,Stay informed on wildfire risk and follow curfew regulations to keep your family safe.,Endelea kufahamishwa kuhusu hatari ya moto wa mwituni na ufuate kanuni za amri ya kutotoka nje kuweka familia yako salama.,Bed gi ng'eyo matut kuom gik manyalo wang'o mach e bungu kendo luwo chike mag kafiu mondo orit joodu maber.,nacada,10/07/2026,https://nacada.go.ke/
